"","cHL1","cHL2","cHL3","cHL4","cHL5","cHL6","cHL7","cHL8","cHL9","cHL10","cHL11","cHL12","NLPHL1","NLPHL2","NLPHL3","NLPHL4","NLPHL5","CB1","CB2","CB3","CB4","CB5"
"SEMA4A",4.58077335696806,4.49604933685175,4.1498237573447,3.96778461817863,4.83222180046986,5.49205861766263,3.40108962707769,5.34974924599852,6.37167682161602,4.60003816469011,4.44893760192264,4.16935337135576,5.17256591594067,4.7232020382279,5.32925009789163,5.33815524949852,4.9860151556807,5.77211765924812,5.97034436416287,6.31382123712739,6.85429690978784,5.8554872101539
"STRA6",3.98168466401481,6.18229306852258,6.09449103706037,4.33779520878369,5.0505477137828,4.75319600590495,3.11002085323301,4.75852373661961,4.67467836837191,4.26950055337243,4.14987068113546,5.09773342647211,4.9232018568189,4.5385706423063,4.99556139895364,5.39081441063908,3.89135181006559,3.69285689788007,3.96947469047798,3.66022445601078,3.54001813923907,3.56321658707768
"MS4A6A",2.61719809834281,4.26645107426168,3.44513284483787,3.82086805846835,5.14453766956692,4.63141940254975,5.56106047736309,3.09265381123329,9.44355262988148,3.2829373172927,3.87606196716801,3.5487506535795,3.00383769655109,4.66237671246241,3.37967592152677,4.51483745243259,4.19552776806287,2.62508525582284,2.47815635289783,2.62813570289268,2.71305451948272,3.03357660479164
"SRSF1",5.56083818955747,6.2088675791997,6.439974754528,5.14443778253323,6.75339678963927,5.04624608918984,5.82180454094697,3.07030992141522,3.57574521809113,4.2451172361789,4.30192592738526,6.00665656005645,5.85661936062571,5.8205842727757,6.0382154502838,5.85077536484318,6.84555592923767,7.79509644000772,6.64215008902696,7.51666706198387,5.69015107069498,6.44133533573997
"SRSF3",3.06446029087214,4.70902186237833,3.59020423466164,4.09916106891522,4.34762035728938,5.1077367527846,2.29945825653073,6.43957468239642,2.13085512477343,4.4980327203646,5.99406849552402,4.74746501436414,4.90321352626812,4.58632693309798,4.28956825142656,4.65371658179273,4.20126695273386,5.55179213302836,5.6590730776207,5.26856536106633,5.58841547713774,4.89198254701629
"RHBDF1",4.23155525512126,3.34435352908669,4.58794624869346,3.60218589975082,4.40662747810603,4.66665009621906,3.33407307714611,3.22318661587751,5.09365715173084,3.0592842413554,3.86586381791782,3.60709785623991,3.41101224995545,3.75084099299279,3.98268186107977,4.56138937709513,3.14157804489609,2.77517730863647,2.82195678381512,2.86772857679944,2.79874012470685,2.79585592123238
"SRSF4",4.45579678556451,5.30347190997552,3.37012265413962,5.06055208428012,5.91140248814061,5.1370572056062,4.2192870734268,4.1822650896035,3.05524431005596,4.04750225527763,4.2864254147979,5.01567147333181,5.27840501673669,5.50776140061035,5.18080971322216,5.17784289225816,5.49337585508187,7.00121625869255,6.95621783293917,7.01612413468282,6.69635067199883,5.83936191721629
"SRSF6",6.47319675068898,6.73597900671638,6.66755246197557,6.47787092627871,5.96129981684959,4.93347166579966,6.05666173767582,4.13145137546886,4.79380673966567,5.43336894835245,4.64977368434623,5.52409616912125,7.14888309077917,7.57508994213558,7.62657287501205,6.56971702137614,6.38431413198205,8.2125371564496,7.0546255483486,8.1777220356369,7.61442816366549,7.08627884430008
"SMIM15",1.4854568663519,2.14861147945198,3.27503432832239,1.91178382892726,2.78669083994831,1.66355437637903,1.71589015214246,1.73663635666249,1.88944562982081,1.6192910953898,1.4622351875923,2.56717115629517,1.82185503230809,2.52528173409179,2.40963490891841,2.31618975883425,3.4023133476605,3.26154733600269,2.02324764768073,3.56863725465834,3.5959442899061,2.9631216096864
"ARHGAP9",7.79142469212388,8.09471784402526,7.71181012671891,8.75133747802598,7.78501181726227,8.85067750526162,6.84809526491309,7.6193258524586,9.12110905723085,8.58062997249335,8.44974697506019,8.41748808949917,9.21074593372137,8.95065630590773,8.85955916224796,9.43898375237071,8.3149322278544,9.21212802768053,9.31778958509288,9.27761929414178,9.80725777628407,9.05524859124375
"TRA2B",8.15519486963571,7.97929345454683,8.34514791626423,8.55457375447831,8.89517202896894,7.45945347281039,8.43908360747033,5.78233347743708,6.62897755199679,7.35221121238504,7.19403596443641,8.17580447155686,8.45878607065033,8.44276079017234,8.28392002528717,8.91380625533438,9.3795247450926,9.83104555664994,9.45044567591804,9.92556577089984,9.73452476091012,9.69966456882347
"SIL1",5.66889281012706,5.8868525289059,5.30170427477505,5.951477790559,5.10065076149596,5.43199610529552,4.63424769398812,5.52793321491851,6.60501279405691,5.26434211498883,4.83370274180346,4.94849194005441,5.09512354837924,5.77645937821282,5.88574386597542,5.6257166339473,4.17033487770554,4.07704183807653,3.89930093189152,4.35028942906845,4.21037306578322,3.71724584233528
"ZFP62",2.50148757620518,2.62578820808656,2.88588348964141,3.58712513888724,2.98815858459946,1.89362500432723,3.0286618881758,2.02342332429246,1.81477392986858,2.30236466986202,2.04000266108963,3.35785830771768,3.02378953796529,3.14882899081325,3.75025810010341,2.8936737327769,3.61285599150514,4.57126733473763,2.4154456239929,4.67468392000979,4.44080567065132,4.38355789615044
"ZMAT3",2.7211426557302,2.82327625572494,4.35280419987376,3.54034362082738,5.13575949648568,3.15759330222838,4.79739200230931,2.45781841582602,3.09672757253513,3.48495411915761,3.04927746820991,2.61997861562251,4.0645608275125,3.68051643980032,4.16660552687875,4.09765497519866,4.53416138997612,2.70175814228156,2.64046661489287,2.82428672654314,3.12092768697013,3.56417241729325
"GMCL1",2.55687168173259,3.45627009846885,2.45363888429512,2.56944014183836,3.20219801347913,2.29079589478124,2.42069036920045,2.45722189565179,2.36247045708293,2.5033906527639,1.95479070490437,3.89523373336648,3.66443352774578,3.5045837470264,3.4346941441277,3.12552283251341,3.88667740217297,3.75908332687654,3.17737575590203,4.41649221302077,3.65893123722,3.65092330711751
"ZNF106",3.53246156280918,2.95088057393136,4.38115892272325,3.78865008857765,3.8840515306224,4.94353798422534,3.2768993429544,3.75872290082559,4.33491563261206,4.38057769895521,4.23631969488375,3.8804666029012,4.30454333225907,3.57993472662705,4.68616988377082,4.63470292295444,3.88735478527809,5.95033276932903,5.13142742514975,6.24745122929274,5.33217333568925,5.92994931955186
"BLVRA",8.41712884492103,7.78671025989825,8.1514533057583,7.71665238100832,7.42438778254666,7.1834836502622,8.20335513480716,6.74803180583901,7.6171504216025,6.91592806079392,6.96380778383752,7.15852856482094,6.58069593426082,7.45009447353006,7.5186278063525,7.00570744466353,8.03780515915924,4.04286864688425,3.76721680778977,2.72988313196662,3.86627262927497,2.99550411655545
"GZF1",2.03047040871933,1.88287816816174,2.06575016064105,2.13547078133218,2.265536681594,1.89933350639711,2.31618975883425,1.99733107146891,2.0636403455905,2.01911305622778,1.95927656633547,3.05187721516713,2.16122371103845,4.15109494851164,3.01386725203547,3.01012386973087,2.89520062986998,3.86183430795451,3.30404657510962,4.46917349575359,4.4688265135388,4.12632625900582
"TMEM267",4.53430702625504,4.9928305073948,4.63670130454215,5.4934671694736,6.07165111322025,5.30500157863762,4.15074150493125,5.37133007711007,2.11663563881927,6.27013164512593,6.63040456917596,5.32716077869891,5.75027218689783,5.4500392165339,5.22633080590607,4.86137855046109,5.80489537059707,6.92924910470527,6.15397198450184,7.02770961112004,7.898578863203,7.36029114936059
"MTMR14",5.70675795392817,6.36555496038655,6.57576349454868,5.88559499976767,6.1785391850316,6.34292291029888,5.55716101929401,5.89642790369119,7.30277384453048,5.38305996073912,6.00692489338387,6.27456351723889,6.8847019618806,6.37902968768985,7.16246825142753,7.0778619550332,6.7512026876445,6.80743730777073,7.19759880600688,7.39413839319476,7.87229390601734,7.37476795153655
"SUSD1",4.58077335696806,6.46996594773035,6.98624251118045,6.18550143700321,6.98814430002926,5.06205727199865,5.64251527287114,5.04213973148626,6.31523776549265,6.2984007113356,4.72111576509948,5.23852431550019,5.14023633018644,5.26137673472667,6.10566675924121,6.59981170102379,5.57253080556199,3.47374466118413,3.65495485096035,2.97173186577103,3.417676195978,3.17991534887
"DCLRE1C",4.7140208410698,4.71254318997409,3.94933677898982,5.77528182815949,5.51482956906715,5.10398499106677,3.71847836462358,6.3491655514647,3.77967700765137,6.48046626519898,7.23620837884126,5.43171850878987,5.21246930197859,4.47044368711732,4.81340811172438,5.29956625495528,5.06171586408792,6.98456943771104,6.44720964612858,6.61381828724933,6.93444112776031,6.31516926089304
"ATG3",6.93968446075378,5.73272045229711,6.18850826869594,6.6137111611138,6.41393512803169,5.49829184075965,5.66735722631415,3.3824227125282,5.22878905427205,4.59668997773111,6.81220807217297,5.91384451178333,6.08754261223589,6.08487126251305,6.5072553132375,6.37912734274854,7.02270475821688,7.296477697622,6.16844804290365,7.38160903342726,7.16798116066322,6.63744030504638
"KANSL1-AS1",4.3418594122739,6.6682671300143,7.36362488571121,5.99293168654289,7.24139450280593,4.98629974964679,3.34238866874156,5.67609832096498,6.04614413747488,5.11836153400359,5.53058317293462,4.64535250808369,6.47925076227825,3.78494132158713,4.9277006184698,5.06232049980218,6.01371718769128,3.48035917821174,3.21364102029739,5.83026264155488,5.85435417053272,3.51967387921075
"ZDHHC6",3.83110102711256,4.36580278438863,4.66923318728027,4.76837969688681,4.39379647032847,3.64498718655021,4.09512354260181,3.40063860164899,4.02495034547579,3.63130526974075,3.92307577926115,3.72041686673406,4.14025369832492,4.07936813833701,4.85855282004123,5.05132667618866,5.89175844265976,5.24443900859373,4.10796461338139,4.91653301449194,5.95509364711671,5.63125187381489
"SGCD",3.63396403520764,1.60624770430497,2.34865513719832,4.26734100114755,4.01054168384563,4.05287038001468,2.4587981311915,3.92693053376263,2.71784236392307,4.84020245440651,6.60852200411026,5.26994123424661,2.56291481961282,2.11888867458399,2.34367897847794,2.62968943629499,4.15408750600815,4.54859906275052,4.30381015797698,3.72017193774569,4.76837911256423,3.61678583096587
"SGK1",6.24295926935186,8.28330991763444,7.29939699765012,5.00393909470535,7.40201662581515,6.72461805291133,6.37093666603324,7.45137873806604,7.58150762645631,6.28724957490421,5.57048817985271,6.78804379843426,7.96435585675374,9.21424740871373,9.18652712317037,8.88557573949059,8.63747588870113,7.72565070593886,5.47258834199862,7.73077619584474,7.7573748764259,6.98076662155779
"SGSH",6.3321752546806,7.52264378203161,7.61793278797838,6.79522472769272,6.43872227175511,7.40658759751564,6.65285402998696,7.14633642374975,9.45582721759149,7.07036705571113,7.04678947730098,6.846969060009,6.40393131550045,7.55840999351997,7.40065500384346,7.4092859143116,6.39969505158259,5.54728890482608,5.1005208774355,5.7638140965253,6.14246377170716,5.98037237931074
"BLVRB",5.52133077063488,5.65985324316794,6.55249750235814,5.8612839159473,5.4076621554066,5.42791282932506,6.3676478393103,5.23884331091725,8.67543376063918,5.35786603062386,5.69803194265268,5.93200765617328,4.41413071947168,6.07083331947523,6.3284131833063,4.94182822532793,5.17975424866532,3.74683505974672,4.71749501066442,4.32174753073803,3.85295925886665,3.77373737141908
"SH3BGRL",2.70832985446922,3.87997698257031,3.51136949978283,2.94374945610807,5.06503300812378,1.76986094045188,2.32849796828107,1.59518556567163,2.08232057909974,1.23308212538095,2.01149381175923,4.05152354048244,3.02226405821154,3.62630894831689,4.99624191969259,4.42389231124945,4.4504893748439,5.33925634285537,4.80875224414056,5.7361212168641,6.35965550623956,5.47755371397631
"MT1HL1",6.39296644820135,7.15214883409978,7.50358463251017,5.52637492158776,4.67933460546483,8.47493552140043,6.05373416038055,6.01390185925432,9.63164025051476,5.62958247640034,6.55711427609513,5.66285754228587,5.31086458771673,5.56804204905854,6.16119902492085,4.90431545435199,5.65420778163479,4.69619141390181,4.48240567490367,4.0859390986462,4.31477450311442,4.48652847982748
"CLEC7A",2.42729663465986,5.14900983648318,3.61494938605227,2.62033491314992,3.51830508432404,6.09577021882856,2.87681716108435,4.32486348980177,5.35364695719418,3.0818013550384,3.27981267476679,3.38059063467472,3.55476107450703,4.38184042475016,3.9404859529755,3.88813043122547,3.57262759923776,2.25315706513493,1.96367210046538,1.77033050923947,2.18360053826779,2.21466660032778
"SHB",2.60462637981847,3.56036770391655,2.63950915172868,2.80123540547915,4.94709382308485,4.96402432036514,2.65917231422737,3.76182420813224,5.09100857997012,4.42127643262693,2.52932220397828,5.19175921508671,3.37045229997166,2.88697317702691,2.92013298938367,3.02519181379283,3.82366968180578,2.4145602650339,2.44227316303949,2.62245766712708,2.35975270748263,2.02938787145131
"TMPRSS3",5.02190223217133,3.71040493773509,9.28324479382444,3.49248729932107,7.79696947179835,3.59430734388543,2.77126422204499,3.38625756617332,3.07752578814304,3.7848863987998,4.18261005166227,3.56814128720117,7.03081812337268,7.48291755639373,6.26427036058464,5.75570978800207,7.35553545864778,3.37751866551999,3.11089722381281,3.05477366440974,2.73953383507173,2.68443295909758
"NUCKS1",3.53887160271856,2.94533714143152,3.13271636888411,3.69603538239677,4.33965348250119,3.5232817388069,3.68321657689228,3.98064855755044,3.01070577279292,4.06515542239349,4.28956007969582,5.36316271707031,4.69567597765814,3.41849516271274,3.90301631094806,3.77985662138975,4.2631185572502,4.72708709991574,6.11980369958944,5.04527525684762,5.35947987054398,4.07657176601223
"MFSD1",7.68698882753596,8.45267759577701,7.44500803948162,6.64880524131394,7.88602022802147,6.32291587657317,7.34365653240142,5.06358696901931,8.88837964362638,5.12054682083092,5.95444275101728,7.28638987784018,6.82850064927532,8.53045474434897,9.22310117152626,7.98587843425198,7.80043621356648,6.48911743905288,5.3805105672268,6.7218252978142,6.82046218666291,6.51905789632541
"TNS3",8.78516191662152,10.0818535953151,8.32099410329853,7.40423897943262,9.44138272725865,9.07476992813584,8.05467708007365,8.29869873417564,10.0116982212221,8.29421730643451,7.77906530058401,8.21415714848385,8.32846793242376,10.4354243851524,11.0591133745158,10.6371318911491,9.04160688370468,7.67771001215119,7.60836623790853,7.16028814791021,8.09660278909901,7.81392647079586
"CREB3L2",3.40306288001828,4.68316870834459,3.28630832684573,4.75319792841558,4.36206610071616,3.21583283944031,3.11882783195314,3.17407552143194,3.16865540415653,2.86817647016338,2.53078417425824,2.84759422706107,3.30053501511618,4.51362941794324,5.06526184011039,5.32470114722342,3.97473277315119,2.47211216300953,3.0313400324981,2.62119260752074,2.61774496842394,2.15035306223195
"S100PBP",3.71670260205836,3.33502194622844,5.12555940991833,3.25866222067411,3.33131242045494,4.16210765839077,3.36405157226922,3.28013104504583,3.73176145660613,3.37709997978225,4.14987068113546,5.0540195848916,3.39509517181211,3.60352701160979,3.99192715553565,4.34405807366598,5.63570027950693,6.15625562644645,4.20795771287178,5.74027213480345,5.24256741535597,4.68110320334196
"SIAH1",4.05719341603701,4.94779283848895,3.56196246222743,3.4117748359969,4.46835298853381,2.99312462390173,3.96041177427541,2.82076747362075,4.90569065965125,2.38861615817883,3.31945545127412,4.96741198840104,4.39894605295677,4.28871340814539,5.34509337318291,4.67100810657102,4.28653289737701,5.14949374191032,4.52281486768131,4.81019018798313,5.09525187407407,4.86324390658503
"PCED1A",4.69774004793225,6.53508601527203,6.78739816681291,6.96043972536774,5.8794657611452,6.02203220468303,5.88474917011183,5.40210438423758,5.51443409025728,5.58698034828541,5.05221157942986,5.1374568753157,5.56954917480364,5.67867135142787,6.26248999295565,5.89605101257277,5.08152584106568,4.69111264296674,5.31293490846058,4.62043076959548,4.51503614293209,4.64519356795323
"FNDC3B",3.44914084954559,2.75581390677871,5.0809013231381,2.1519305620781,4.73726181312023,2.2943588656894,2.11663563881927,1.66056324699255,2.721298139466,1.91006949470053,2.38693971106121,3.11278223122483,2.95076135685365,2.91863338656143,4.17340323079911,4.15725632034704,3.56824968653941,2.07978867836794,2.25195889737847,2.40962003690325,2.08982121344885,2.18177670188264
"CERK",4.46691779081155,4.93399588115982,5.19426770653213,6.05982551258711,4.85152921839972,4.61995148215739,3.67263162172347,4.47646834702126,5.4387848888042,4.4105694746032,3.64139916633146,5.19897123590618,4.4768290883236,5.31910073409299,5.21486346202673,5.71842264813983,4.68283327210415,5.78777652770123,5.49676239253664,6.5115941085962,6.69787768534497,6.00745922500713
"RBM15",6.976690310874,6.81897226700243,7.64297523718126,6.83173234606507,7.52933194211576,5.33571354445095,6.89742355937384,5.12517453342663,5.35399673582419,6.57121505905416,6.04338452737684,6.50949813189199,6.78894470816839,7.60642668039272,7.11614163677262,7.05231066349457,7.74197804090765,8.5530953571009,7.54607645716318,8.14232719263144,7.79851114853226,7.52077838888838
"CRTC3",6.23629501971154,6.96304168971841,6.377358809074,7.18190168132826,7.51914935975374,6.98483422143941,6.01449321039915,6.03229567664154,7.16524167122676,6.88825102188743,6.88855549647446,6.95555237989633,7.206551550455,7.25294544421679,7.4488963202929,6.82925458861714,6.90581269144337,4.72402091938513,4.40101121405729,4.47648801538099,4.17564808815618,4.15235285232875
"ST6GAL1",5.96789647484078,6.86399927374154,5.85004814779899,6.62107439911213,6.52958247436472,6.37095330577249,5.76077345927855,5.55189614069829,6.62302214900678,6.36392085081897,6.4282978939788,6.04434503373003,7.36540819707433,8.4214952001341,7.80387635606079,8.21217696249141,8.25830111766316,9.22478990771647,6.99561086064006,9.28368780335146,9.24819429016186,8.67894580807339
"ARV1",3.41094788233659,4.43661644611083,4.62528015157974,5.43633769828789,4.92675191998601,3.71099135147444,5.81693871079558,3.70208306691487,3.74055102867814,3.771721393496,3.64889917103712,4.00075575494108,4.43154235989744,4.52730899016571,5.44460171692052,5.2614288362808,5.51103927348826,4.84981591715492,4.4574848016323,5.89711406013821,6.11018701297409,5.71179669755304
"ST3GAL1",4.74412919300876,5.34663358519984,4.55632668175431,3.79170260428586,4.74710806925644,5.4688481370892,3.47266535740987,4.26147108195004,5.31697488721914,4.67634519199585,4.55278582198797,4.47265807610653,4.39894605295677,5.17038942646729,6.26635589171977,5.34884835830405,4.83824067986278,4.05899500607861,3.9362718962264,3.98692872470002,4.26837374519328,4.18403921108533
"MARCH7",2.78213793717105,2.11427413476853,3.77669905933204,2.91787429199655,4.00414701499229,1.34517639347254,2.25513417628095,1.32111945158208,1.63091069538543,1.40219620154579,1.61576523861855,3.48704687693894,2.90833228337693,2.76934877590136,2.90809243726476,2.76106880141633,4.11872440517697,4.40283663070775,3.10550675732936,4.28161228685417,4.88539583295861,4.4371207149723
"SPATA20",5.26470944521559,5.9855638277374,7.12008578649056,5.66184042010157,6.66418655153031,7.07344460927183,5.75129536133815,6.07165111322025,6.35182701842035,4.77508974514906,5.12406825798179,5.5087385622403,5.97641528156482,6.55424126668066,6.53020224470775,6.58597624312998,5.25625448180372,4.27965607893272,4.67587819435557,5.05414314592445,5.51627269684518,4.14830189671891
"YTHDC2",4.2106449848058,5.6991377495898,5.71685596873105,6.27499927364186,6.15457395107159,5.54287124034563,2.31618975883425,3.03130970212228,2.56685166467366,4.76148752995106,3.22232249617078,5.26149527372063,5.80498458624015,5.76802905893269,6.31623294206454,5.78572527975037,6.45458948843903,6.35347992280072,5.57240148145554,6.59087148587048,6.26911287081173,6.19382148678207
"DCLRE1B",2.753580494642,2.84711265928712,3.26624317112342,3.152909489444,4.1414740365862,2.58248800751709,3.77520357864181,3.37303377622373,2.70816714337297,2.75851659184715,2.76879956793446,3.19902729130734,2.87723539572501,4.4096474112682,4.35050602469964,4.09624334842711,4.82128209576802,3.48024972145782,3.8197655318937,4.22992474859881,3.30858172894491,3.32068460104688
"NABP1",5.65333629289839,7.38057966963998,6.55884450522148,5.97688687467291,7.49147694166075,5.37213671997801,6.69574806537899,5.04918903904085,5.25858477285627,5.10193095459348,5.18350500544257,6.70269504726434,5.88864020080438,5.94496877430352,7.01808367449407,5.62061493498799,6.3866505704377,4.37760112715273,3.51844889108083,4.64943033506475,4.42335032833489,4.60286391636231
"MRPL14",7.47878153945107,6.75795588622665,7.6437896219407,7.25933797443941,6.33480152066437,7.37544119682035,7.6037943123024,6.21087858875045,8.11986948883907,7.52196438657961,7.0704631656813,7.40273640542855,7.6568144013266,7.42103518573429,7.34337097468136,7.40737481713557,7.13843201294828,5.89655285230686,6.34998842279549,6.28409662117908,6.24678016881223,6.1037064807231
"MRPL41",7.70885229380202,7.07791715074173,7.63383107210815,6.56270594212782,6.94131611560748,7.44495050191197,6.97875614770765,5.60414336836504,7.94925607016919,6.23884572511438,6.90789339295916,8.02388908631803,7.44329872630003,7.05919926347749,7.48414601965344,7.42914090147374,7.05136969035194,5.62194716015405,6.06714251661907,5.78745670124747,6.04975814946014,5.3511795714793
"SKIL",3.56267683833359,2.16423224642708,3.42000186409788,3.93929937885591,3.8617575569426,4.58077335696806,3.32966499395336,3.60588628701279,2.13812540491017,3.44311932731003,3.6608888092694,3.18290956825517,3.89575295465749,3.80300896322263,3.74586175697174,4.15746862101115,3.79810644621958,6.08379177264849,4.77927067717448,6.08684221971833,6.51288334805094,5.68904058987493
"BMP2",2.55296917025841,2.21320845665998,2.63950915172868,2.15378603760432,4.77100136238621,3.41079955760451,2.35194673056165,3.36160377182321,4.63559069776607,2.79165895930644,3.53624568452625,3.23906347114055,2.37853224832148,2.49769494573752,2.6153342074478,3.82878149683818,3.46862389527921,2.11932220472771,2.31458997567557,1.90419532744686,2.08261885185128,1.86846748412622
"SLA",4.59819656734126,5.49637779234711,4.48656633045273,5.76945777669268,6.88381295990847,5.85178328591627,4.37826346801364,5.08831664185024,6.84836803751648,6.43597180971898,5.86939991644509,7.14320048481404,5.65209141354803,6.29777376632278,6.57996102502067,6.46381151776226,6.64416400394132,3.71360973101784,4.31054682721979,3.64194527027836,4.09571249218977,3.67130249194742
"SLAMF1",3.47439651019334,5.88955569580466,5.28388363783428,4.84308113847705,5.2084144625773,3.77094364062774,4.76540448808856,3.49657020401717,5.21582005431706,5.41974492993419,3.33511797962594,4.82703951354314,6.42075631034713,5.59843773529283,5.42014593914288,3.93677336785703,5.22046270574807,4.09170509390058,3.14157804489609,4.43970448345301,4.2234537531964,4.04410668556625
"SLC1A1",3.39614414600911,3.84881613004043,2.99030365177889,2.93358295650687,3.15466721411498,3.30423769146243,3.33024422460021,3.31717661400866,3.07104632025771,2.84588409157513,3.80149968450478,6.2869186671566,5.04014532592075,5.10952120335913,3.87026202894331,3.89003729791603,5.05624341814865,5.96755861691454,3.81047389732331,5.91491047292163,6.3469943622273,6.39898314144475
"GPBP1",4.91494849905446,5.77918211114424,5.66697354085532,4.40983766125568,4.70991360036206,4.16370062297816,4.12138679891753,3.83892912653999,3.85613166268122,4.4351422534513,4.11179075652257,4.21342298268158,5.06342900773388,4.98619375795066,4.75003918205544,4.81222534316699,5.58561545424662,6.46016316781761,4.17207303901507,6.44283072624172,5.54929343367952,5.79231586981348
"GAS6-AS1",4.04153665695425,4.72676021593367,3.48724832977549,5.63919996070477,5.12453440339007,4.00197616001756,3.43057292620906,4.18505990867916,3.53051117135538,4.902964999947,3.40204892145074,4.27178331632753,4.7342697070955,4.08162568226437,4.38913494739595,4.12959341549873,4.48874055259146,6.06945205618145,5.36085456857736,5.59672636718355,6.27962500802015,5.00627044948486
"SLC1A3",6.10441553719958,7.78623030786695,6.63407119152549,6.09295182037464,7.02951315852289,5.64175612276285,5.49618095959776,5.50284030519782,6.67581640408787,4.87504629886978,4.34993530321766,5.71577756166804,5.83455928551844,7.00776006174566,8.03092695952763,7.2898913398185,6.32181294654854,3.48536571413693,2.29232989230528,2.19797853388855,2.94523791705551,2.97240406717041
"SLC1A4",4.46814760151462,3.84391828838735,4.73732368588092,3.67866649354318,4.41337065392435,4.21880264847617,3.17415490899709,3.39642251067738,5.17950402368678,3.66115387768509,2.88880696473391,3.82493253231777,4.80031745229748,5.55949753707998,4.27898097510799,4.49719389533215,5.12015844034567,6.49163699033164,5.5984049453336,6.33211848302404,7.24293725925381,6.14479033939684
"MARCKSL1",6.30868108942136,5.33583160607935,6.71271789624005,6.19139114493991,6.21882663821984,5.72555166167173,4.07814477203518,6.48692325786213,7.08150427659888,5.93881936652719,5.78639378057725,6.38597239339701,6.78592382584685,6.69708532508412,5.88721242838906,7.5435054471663,7.20911566280818,7.19167304715141,8.39590048145259,8.87699762633829,9.43554412386349,8.2071812808667
"UPF3B",4.34823993625964,6.34762294627491,5.82958949174636,5.2068831541582,6.43650432765645,4.67691400533015,5.72555705250784,2.90864498487032,4.02907197610372,4.40302333360902,4.30830403733561,6.00684105851479,5.96692704066521,6.20476016866522,5.30419827190358,5.71473113590093,5.67763377259219,7.00996461407452,5.77066818034158,7.1523623057196,7.33606534976485,7.11056400279622
"UPF3A",2.37663723449803,4.82446159420993,4.29321021411065,4.61193049716325,4.58269759396981,3.14068064138437,4.20742157661511,2.24256889150787,3.6740438059632,2.94552409167915,3.01595124516818,4.19092912135187,4.34743209234882,4.32287378681895,5.07435937860154,5.7649905076773,4.83704620427342,6.83278938251557,4.88076053565893,6.73164229918811,7.70348458644821,7.68107712551763
"RSRC2",6.26466854071117,5.84235280556888,6.72845845924847,6.23095801768007,6.11890229764711,4.29969144200959,5.04958128336866,3.78662172392268,3.70706895353032,4.39762428762607,4.94578255256523,5.54270437543779,6.82647186152987,6.38283266941597,6.2571261439166,6.49298845437975,6.44403349318124,7.85562098403551,5.38208562875132,7.83540731114671,7.59152160152346,7.77438816379978
"SLC2A3",5.60346400063162,7.07100286588985,6.61026210706301,6.14732573580349,5.94558561346904,6.61206319345438,6.68055140761669,7.36189539799122,7.19450360666338,5.88266774337733,5.8404350028862,7.55037663614057,6.31746918895632,6.66251690335976,5.72315939504391,5.29004081865,6.18877680388607,4.08023952664631,4.33350129716594,4.78393977707998,4.48652847982748,4.47503301653978
"SLC2A5",4.40781498506712,5.8868525289059,5.86222643085046,3.03807973849605,5.9191269122737,7.60486052133439,4.349655490054,5.36353085596911,6.12984195721129,4.33369176133343,4.29083882357007,5.55105337012161,7.68813652558593,7.89403561047646,7.54628305891904,6.9382751293019,5.60179940605004,8.06802955629253,7.76898667999034,7.58117771223676,7.85504252978831,6.86550361677879
"SPATS2",3.49878526525506,4.66658520407915,4.40794166740577,4.11076222836753,5.70354709919196,3.04402282471635,2.88746453746106,2.15123206597375,3.23144569696471,3.44762942651297,3.67199065066916,4.58747671678423,4.72236559564985,3.89974990771498,4.39133348164764,5.26032033985937,5.78387878519661,6.02420859821586,5.10961641266615,6.08524638602785,6.54594872745349,5.75370312142836
"SLC5A3",2.62772559331924,3.96583923600337,3.03597357090163,4.64654821270781,4.80143549763068,2.160656974165,2.24988637979759,2.5954095676531,3.43818373658409,2.58248800751709,3.56530541261128,4.28704798910707,4.62930724443627,5.32736524493768,3.88396041336814,4.71652911220182,4.9417779654814,4.97820748875107,3.97564395369018,4.58703569231958,5.0838726366672,4.5226829884445
"SLC6A6",4.87408317444252,5.12128744964161,6.21700492708194,4.43423329026039,5.6742162413128,6.30942820405731,4.12640301098099,4.88541723801794,5.03245343374841,4.72337799789514,4.82689716320214,4.35582653817243,5.81070570543531,6.08504975721245,6.72505233613802,6.35254497263389,5.76509114696474,6.35574836496606,6.01903435145083,6.17411371555259,6.21700492708194,5.87572908927362
"SLC7A1",5.46977938718377,6.32983235062112,7.09103954314978,6.26198310389026,6.59420657741726,6.7385116072857,7.34558375409636,4.41746524760521,4.92908314525953,5.93292966062693,3.15322491956941,6.18892663846706,6.56688885930099,6.81124543382323,6.66972212451172,6.63562367513106,7.11744562458311,7.2944480367288,6.49960537060457,7.04391000458906,7.12337219021518,7.01359829960919
"SLC9A1",2.99908637302265,3.72628452365071,3.25527489879112,6.38745034719034,4.07626746531734,2.64979553469181,3.75523550675984,2.43970515969842,2.86396816944685,3.65434019544288,2.8598359675285,3.50385232239365,3.14167424285103,2.69817925433678,3.04402447596958,2.56150481267942,2.55473351210606,4.61369361203327,4.00330430075453,4.06887252721858,3.73814386689747,3.84695937647205
